cgpa,backlogs,coding_score,aptitude_score,communication_score,projects,internships,certifications,github_contributions,leetcode_solved,hackathon,soft_skills,placement_status,placement_month
4.99,3,71,49,77,8,0,2,180,52,0,66,1,12
7.92,1,81,43,66,3,1,0,119,121,1,57,0,9
9.07,1,90,48,29,3,1,3,189,150,0,63,1,3
5.02,1,70,38,58,9,1,6,287,40,1,75,0,10
5.2,0,57,48,63,2,1,2,163,4,0,64,0,6
7.94,3,51,25,73,4,0,6,146,89,1,74,0,12
7.8,3,34,81,77,7,1,0,8,35,0,57,1,4
7.35,0,51,23,93,3,1,9,290,94,1,80,0,7
7.18,0,52,33,62,0,0,1,285,64,0,63,1,2
6.86,0,29,50,80,3,0,8,165,11,0,62,1,4
9.77,4,69,56,67,3,1,3,143,118,1,54,1,7
7.61,0,37,32,32,8,0,0,235,45,0,41,1,2
7.8,0,77,53,57,8,0,6,391,72,0,42,1,7
8.77,0,37,68,62,1,1,1,45,44,2,44,1,3
9.68,1,56,68,80,7,1,5,117,1,0,66,0,12
9.07,5,72,51,52,4,2,0,426,80,4,46,1,2
4.88,0,60,84,53,2,0,0,55,55,2,53,1,10
8.24,0,73,42,62,6,3,1,185,120,0,62,1,5
4.61,0,67,46,42,0,1,8,101,79,0,35,0,7
5.33,2,52,45,59,5,2,2,57,171,0,31,0,8
6.94,0,91,76,40,1,0,7,165,25,0,57,1,5
5.3,3,100,78,52,2,1,1,176,53,5,32,1,4
9.17,0,53,93,96,3,0,9,256,12,2,56,0,9
8.33,0,42,56,51,1,0,5,43,76,0,59,0,7
4.86,4,50,74,46,6,0,0,18,91,3,62,1,9
4.61,0,33,82,44,7,1,6,175,51,0,68,1,3
7.46,4,74,69,51,4,0,2,213,46,0,61,0,11
9.74,1,49,35,32,10,0,2,61,38,1,64,1,10
5.67,1,66,67,58,7,1,1,284,101,2,76,0,9
7.3,0,88,49,41,2,0,2,11,35,2,33,0,9
7.29,4,72,49,68,3,1,10,282,121,2,70,0,11
5.08,5,82,79,28,5,0,5,88,47,0,97,1,3
4.88,3,50,58,80,3,0,2,75,14,2,69,0,7
5.78,0,76,55,72,5,0,8,196,0,3,78,1,10
6.59,0,65,30,67,7,2,3,194,78,0,93,1,4
4.93,0,84,62,54,0,1,4,3,103,1,54,1,10
8.29,1,53,31,74,8,0,7,4,80,2,60,1,1
5.63,2,42,37,83,0,0,7,28,35,0,90,1,1
4.6,4,86,86,53,6,0,6,0,88,1,63,1,5
9.57,0,87,93,72,2,0,2,256,40,0,66,1,12
4.51,4,70,68,60,5,1,5,143,158,0,81,0,9
5.15,1,49,46,52,2,0,0,267,14,2,54,0,12
7.85,1,59,60,42,6,3,4,209,141,1,100,1,12
5.29,5,91,97,85,8,0,0,100,24,1,49,0,9
7.08,0,66,92,55,11,0,8,139,147,0,50,1,5
9.59,3,69,73,86,1,1,2,19,170,0,58,1,2
4.82,2,62,54,100,2,0,2,41,142,0,83,0,8
8.38,0,38,79,63,5,1,4,49,2,1,33,1,12
9.5,1,53,63,82,3,1,1,204,41,0,65,0,12
9.88,0,40,69,58,2,2,3,54,152,1,64,1,2
5.67,0,76,65,77,1,1,2,269,37,0,61,0,7
8.52,0,74,55,71,2,0,4,162,35,0,75,1,12
4.81,0,75,67,70,5,0,1,260,90,1,66,0,9
6.64,0,90,57,59,0,1,1,118,63,1,79,0,8
6.09,0,100,64,66,3,0,2,78,102,0,39,0,10
5.57,3,85,11,64,6,0,4,8,132,0,68,1,2
9.61,0,40,63,51,3,1,1,293,94,0,91,1,5
8.33,2,77,65,88,3,2,2,87,201,1,66,1,3
6.89,4,78,60,81,5,1,0,90,15,0,41,0,7
8.2,0,60,38,43,2,1,0,306,184,0,84,1,12
5.42,3,36,96,32,8,1,0,131,138,1,65,0,9
5.84,4,59,84,43,2,2,5,29,30,0,62,0,12
7.33,1,79,73,39,5,0,2,21,41,1,62,1,1
7.58,0,68,36,80,4,1,1,14,161,1,91,0,8
4.7,0,57,72,44,4,0,0,47,57,5,74,1,9
9.8,1,60,52,82,8,0,0,279,109,2,75,1,7
4.57,4,65,51,54,8,0,6,51,114,0,46,1,2
5.96,3,67,54,45,4,1,4,199,147,4,53,0,9
8.56,1,73,49,55,7,1,6,146,124,0,76,1,5
4.63,4,57,64,78,5,3,7,292,24,3,41,1,5
9.67,0,70,63,100,7,1,1,290,23,0,43,1,3
6.91,2,84,96,76,5,0,1,432,71,0,68,1,10
8.75,3,90,54,77,5,3,4,279,70,0,78,1,7
8.5,0,72,60,76,5,2,0,123,77,5,56,1,4
8.68,0,49,56,52,6,0,5,388,87,2,68,1,1
4.69,0,65,66,62,12,1,1,242,64,0,92,0,10
6.67,0,70,70,60,4,0,5,135,82,0,77,0,8
7.77,3,56,46,47,1,0,7,383,53,2,60,1,7
9.97,0,63,50,69,2,0,0,30,20,0,73,0,11
7.23,4,71,28,89,3,1,2,170,72,0,65,1,1
7.0,0,56,29,53,0,0,0,267,34,0,68,1,6
6.08,1,59,42,73,7,0,2,142,55,0,57,1,1
5.02,5,62,47,74,1,0,4,296,121,0,52,0,12
6.56,2,76,73,80,1,2,2,79,27,1,54,1,7
4.87,0,38,57,50,1,2,5,130,63,1,54,0,6
6.42,4,82,58,44,10,0,2,13,94,0,78,1,1
4.78,0,56,66,48,3,1,7,175,28,1,16,1,2
4.71,0,50,38,79,2,1,6,9,171,0,53,0,12
9.09,0,86,79,75,0,1,3,12,23,0,80,1,4
7.46,2,84,55,54,6,0,7,155,26,0,94,0,8
8.4,0,49,39,66,2,0,2,37,80,0,65,1,4
6.57,0,56,32,71,2,0,0,56,29,5,51,0,6
9.23,1,58,100,67,8,1,3,307,1,0,73,1,5
5.47,0,73,50,45,3,0,0,95,202,0,85,1,3
9.43,0,78,75,76,3,0,2,230,128,0,63,1,3
9.46,0,82,39,86,3,1,0,374,23,0,77,1,4
7.61,0,55,83,39,6,0,1,118,83,0,63,1,9
8.84,0,36,41,76,3,0,0,82,40,0,91,1,1
6.73,1,75,91,75,0,0,3,420,52,0,74,1,10
8.46,0,44,64,68,10,0,9,308,98,2,35,1,2
5.53,0,90,42,60,2,0,2,271,20,2,62,0,6
9.36,1,68,34,85,5,2,7,3,201,2,83,0,8
5.68,0,71,96,54,0,0,2,34,10,1,54,0,12
6.08,1,43,74,58,2,0,2,60,134,1,68,0,9
6.45,0,52,70,22,4,0,1,269,113,0,58,0,6
5.73,2,86,77,57,0,2,3,72,118,4,63,1,3
9.58,3,54,65,78,6,0,8,135,111,0,70,1,2
9.28,3,62,68,33,0,1,1,11,37,3,53,0,9
5.39,4,84,50,38,0,2,3,262,89,0,70,1,9
5.5,0,96,79,65,7,1,7,69,47,0,62,0,11
4.82,3,83,34,53,4,1,3,51,92,0,71,1,10
9.18,1,62,67,62,3,1,0,21,47,0,40,1,1
7.6,2,63,52,57,1,1,0,109,128,0,49,1,7
6.01,3,55,94,69,3,0,2,185,110,0,47,1,11
4.58,0,67,-9,48,4,1,4,150,67,2,70,1,2
7.82,5,66,81,64,0,3,1,1,97,2,50,1,10
8.41,0,34,45,40,0,1,3,126,275,0,52,1,1
8.54,0,98,46,46,1,2,6,11,19,0,71,0,12
6.22,0,83,74,39,2,2,2,39,56,0,65,1,8
9.86,0,64,78,72,6,0,0,70,127,0,85,1,4
9.44,2,74,30,73,6,0,6,232,8,0,52,1,11
5.08,0,77,93,78,6,0,1,252,78,0,58,0,12
9.94,0,87,73,38,2,2,1,133,156,0,77,1,3
5.66,4,92,77,66,10,3,2,69,22,3,48,0,10
6.74,0,78,65,39,6,1,2,77,38,0,47,0,9
7.14,1,98,42,49,8,3,9,251,47,2,67,1,12
6.13,0,20,79,30,6,0,0,120,122,1,70,1,3
4.55,0,85,49,96,4,0,1,279,101,1,64,1,7
8.51,0,100,42,76,4,0,6,203,155,5,80,1,8
6.48,1,37,36,38,0,0,2,216,58,0,40,0,10
8.19,0,73,83,54,4,0,0,408,31,0,21,1,9
9.74,0,50,100,69,1,2,2,28,130,0,53,1,11
9.84,2,74,55,51,4,1,5,128,132,0,63,0,10
6.44,3,68,58,69,4,0,4,130,96,0,71,1,8
6.54,0,47,81,64,10,0,0,324,38,0,53,1,12
6.67,4,71,36,44,10,2,0,53,154,0,68,0,11
5.6,1,50,40,90,5,2,1,64,111,2,40,0,12
9.21,0,90,33,48,0,1,4,359,214,0,60,1,11
5.26,2,47,60,87,5,0,1,331,10,4,90,1,12
6.25,1,65,36,100,1,0,9,232,35,0,60,0,12
7.8,0,63,68,60,5,1,2,39,165,0,47,1,8
7.22,0,75,60,66,9,1,4,132,93,0,70,1,10
5.77,0,66,72,79,4,0,0,123,237,0,36,0,12
6.29,0,91,89,56,8,0,3,23,72,0,69,0,11
6.96,1,59,70,50,3,1,1,125,122,2,64,0,11
9.76,3,37,98,56,3,0,5,121,135,1,100,1,7
6.01,1,54,68,72,5,0,1,19,145,0,70,1,11
4.5,0,51,16,83,4,1,1,70,126,0,56,0,6
5.49,2,97,28,63,2,1,7,11,88,1,68,0,8
5.98,0,58,53,37,5,0,7,227,29,1,69,1,8
6.17,0,51,61,80,4,3,0,246,22,1,77,1,3
4.94,5,47,61,52,3,2,9,85,39,1,84,1,3
5.13,0,81,67,56,6,3,4,178,11,0,78,0,10
5.24,0,31,63,100,6,3,0,185,10,2,68,0,9
9.61,0,97,52,65,0,0,0,177,206,0,84,1,10
7.2,0,67,53,91,10,0,1,197,80,0,75,1,7
4.73,0,47,46,71,0,2,2,304,87,0,59,0,12
8.09,0,61,55,38,4,2,2,18,84,0,44,1,3
5.58,0,46,81,46,2,1,7,98,67,0,65,1,3
9.58,5,63,89,74,12,0,2,82,10,0,55,1,11
8.21,1,49,44,66,0,2,5,192,154,1,61,1,8
8.64,0,100,75,51,3,1,0,95,110,0,60,0,10
8.84,4,70,82,78,0,1,4,117,177,2,70,0,9
7.73,0,45,33,100,3,1,4,87,25,3,46,0,9
9.29,0,93,72,75,8,1,2,221,5,0,68,1,5
5.61,1,92,84,81,5,0,5,165,172,1,75,1,5
8.93,1,73,87,56,9,0,3,411,39,3,40,1,7
5.38,0,28,20,43,3,1,3,222,48,0,70,1,2
7.94,0,59,73,47,7,1,10,171,1,0,81,1,11
8.94,1,66,51,68,5,1,0,313,56,0,71,1,11
8.97,1,66,55,40,0,1,2,278,198,3,100,0,8
9.14,0,75,68,26,2,0,1,7,113,0,48,1,7
6.23,4,52,72,87,3,1,6,31,71,2,75,0,6
5.84,0,37,62,46,1,1,8,328,110,0,60,0,6
9.01,0,66,58,74,4,0,8,308,154,0,61,1,3
6.62,0,67,42,43,2,3,7,327,132,1,61,0,7
7.7,1,45,67,64,6,1,1,167,30,1,57,1,5
5.22,0,12,79,59,2,2,2,152,115,2,100,0,12
9.82,0,49,62,36,8,0,2,249,132,0,97,1,11
7.07,1,79,63,91,4,2,3,74,208,0,80,1,4
9.08,0,78,78,57,6,1,2,7,55,0,88,1,11
8.62,3,38,57,70,3,1,7,43,110,0,51,1,9
5.23,0,100,57,70,2,0,0,177,33,1,47,1,2
6.87,0,45,37,48,6,1,9,282,99,1,56,1,12
6.5,0,72,43,30,4,0,1,75,22,0,48,0,9
4.52,1,91,45,55,3,1,4,156,101,1,61,0,8
8.38,1,84,41,56,8,0,8,42,108,0,70,0,10
6.36,0,72,50,45,7,0,2,331,152,3,100,1,12
9.42,0,64,86,72,2,3,5,91,62,1,57,1,9
7.62,4,80,33,74,7,0,7,51,12,0,68,1,2
8.91,4,58,93,61,2,3,1,52,91,0,19,1,8
6.44,0,74,58,70,2,1,4,25,65,0,80,1,1
5.82,1,92,68,5,9,1,0,129,199,4,52,1,9
8.23,3,57,88,58,3,0,6,3,113,2,44,1,1
9.37,0,66,43,99,0,0,6,398,31,2,63,1,9
8.29,2,55,72,37,2,1,8,107,154,0,57,0,6
7.04,0,54,59,33,10,3,8,19,102,1,83,1,8
7.49,3,51,60,53,2,0,10,130,70,3,19,0,9
7.33,2,41,32,58,1,0,3,552,10,1,47,0,7
6.89,2,46,48,59,5,0,7,22,69,2,49,0,7
9.52,1,100,30,59,6,0,3,43,54,1,85,1,7
5.8,1,43,52,71,1,0,7,67,26,0,64,0,7
4.63,1,73,80,78,1,0,1,172,5,2,40,0,8
7.34,0,46,77,60,3,1,8,130,5,0,73,1,2
8.19,3,55,93,42,5,0,2,105,29,0,63,1,5
5.18,0,88,72,59,3,3,2,281,24,4,63,1,9
6.23,1,77,64,46,9,0,8,319,89,0,67,1,12
9.1,1,45,61,65,3,0,6,10,61,3,47,1,2
9.48,2,100,69,38,3,2,1,105,42,0,78,1,1
6.14,3,56,50,52,2,1,3,138,224,2,56,0,7
8.36,1,66,82,71,1,2,4,327,133,5,50,0,6
9.72,0,55,41,-1,2,0,0,219,49,0,77,0,6
6.99,2,73,28,73,1,3,7,215,52,1,56,1,3
7.01,3,39,42,60,1,1,3,66,123,0,66,0,10
4.9,3,51,90,42,5,0,4,83,78,0,70,1,8
5.5,0,51,79,53,3,2,4,114,34,2,68,1,1
6.37,0,72,77,54,1,0,4,334,21,0,82,0,8
9.14,4,65,70,65,6,0,3,445,107,0,79,1,4
4.62,1,70,82,71,7,1,2,399,176,3,57,0,9
4.58,3,83,57,18,4,1,0,11,82,0,79,0,6
9.79,3,67,67,36,2,0,2,134,15,0,71,1,6
8.29,5,86,67,78,3,0,2,133,120,1,100,1,8
4.77,1,61,55,56,5,1,3,117,174,1,62,0,6
7.34,0,51,62,26,1,2,7,384,166,0,68,1,11
6.43,5,49,13,23,8,0,1,122,53,0,71,0,10
8.87,0,60,43,49,7,0,5,364,161,1,74,0,8
6.78,0,62,72,75,7,0,7,246,2,0,65,0,11
4.54,1,44,46,64,3,0,1,275,7,0,92,0,11
8.03,4,60,46,65,7,3,7,43,60,0,75,1,6
7.65,0,83,59,69,6,0,2,20,38,0,87,1,11
6.7,0,42,79,52,1,0,6,94,89,5,12,0,10
6.94,3,45,40,66,4,1,3,235,6,1,68,1,8
9.78,0,35,12,60,8,0,1,15,25,0,61,1,8
8.98,3,55,63,45,2,1,1,148,86,0,83,0,11
9.81,1,94,50,62,5,1,1,31,10,3,60,1,3
7.76,1,52,-11,75,0,0,0,55,59,2,36,0,7
7.46,0,55,55,62,3,0,5,166,55,0,64,1,5
4.85,3,43,56,45,8,1,2,176,168,0,85,1,10
4.53,1,67,46,77,7,3,6,244,74,0,56,1,6
9.21,0,72,100,56,9,0,1,16,219,0,85,1,2
9.47,0,87,37,66,4,0,5,109,44,3,51,1,11
6.32,0,72,54,100,8,1,7,76,20,0,30,1,12
7.42,0,77,95,23,7,1,4,12,69,0,100,1,6
5.38,4,63,62,50,6,1,6,92,2,0,23,1,1
6.54,3,90,52,56,0,0,4,24,63,1,53,0,8
8.65,0,60,64,83,0,2,6,183,138,0,39,0,6
9.07,0,44,75,76,7,1,1,535,93,0,64,1,7
8.39,0,86,48,58,0,1,5,5,109,0,97,1,6
5.32,1,81,85,45,6,1,0,134,98,5,64,0,10
7.28,0,57,75,64,8,0,1,390,92,0,64,1,1
8.44,5,61,59,77,6,1,8,45,11,2,38,1,8
6.77,0,100,56,92,2,1,7,386,125,3,71,1,11
5.87,0,48,49,83,6,0,2,23,36,1,71,0,10
7.94,0,47,51,61,2,1,0,220,86,1,86,1,4
8.78,0,64,67,60,6,0,5,409,172,2,54,1,6
9.87,0,58,68,60,3,2,1,182,7,0,79,1,7
4.77,2,98,-5,62,3,2,1,149,45,0,87,1,4
5.19,2,68,30,26,4,1,3,78,36,1,31,1,2
9.51,4,55,71,67,0,0,0,371,98,0,50,1,10
6.04,0,76,77,74,0,0,1,44,86,0,48,0,12
4.96,2,87,40,47,7,0,1,319,137,0,48,0,11
5.41,1,89,72,72,7,0,3,111,172,3,53,0,12
6.41,5,72,17,76,5,1,0,362,66,3,76,1,2
9.49,0,69,48,78,3,0,2,89,183,0,73,1,6
8.14,1,56,44,80,6,0,2,204,56,1,44,0,8
9.31,0,56,35,52,6,0,3,154,34,0,65,1,3
7.47,2,23,54,53,4,3,0,133,96,1,69,0,6
5.42,0,68,54,59,7,0,2,55,170,2,65,1,10
9.2,0,43,77,75,6,0,9,221,90,1,100,1,5
7.87,5,68,66,91,6,0,3,210,211,0,56,1,3
8.34,1,59,66,61,10,1,6,320,73,2,56,1,1
7.65,0,91,70,99,6,1,1,412,78,0,74,1,11
7.11,0,24,39,65,12,0,6,366,88,1,35,1,5
8.7,3,58,68,90,6,3,0,59,150,0,52,0,6
6.27,4,78,59,68,1,2,3,412,88,0,71,1,10
6.24,3,76,35,47,2,2,2,270,84,1,71,1,4
6.72,3,47,69,60,9,1,4,104,63,0,67,1,4
7.42,0,63,71,50,0,0,5,20,27,3,85,0,6
8.01,4,53,35,59,5,1,9,274,25,0,78,1,3
9.95,1,65,43,37,0,0,6,62,53,4,82,1,3
9.65,1,34,46,34,2,2,2,58,164,2,36,1,11
8.89,4,92,49,83,7,0,6,446,149,0,77,0,9
7.11,0,69,66,53,2,0,8,24,133,2,34,0,10
4.88,1,61,72,38,0,1,5,489,199,0,51,0,12
8.51,0,84,53,100,3,1,7,111,217,1,37,0,11
5.22,0,47,55,99,8,1,9,201,227,0,78,1,3
9.57,4,80,97,57,3,0,5,186,72,0,58,1,5
9.16,0,24,60,91,2,0,3,351,115,2,45,1,1
5.82,0,10,37,72,0,1,10,355,133,2,62,0,12
6.13,0,80,49,63,6,3,1,259,51,0,67,1,12
6.99,0,92,45,74,3,1,0,131,25,3,77,0,12
7.23,0,81,46,46,0,1,6,1,41,0,52,0,7
4.97,0,72,64,43,1,1,1,4,218,3,64,1,10
6.88,0,76,87,71,2,0,0,39,64,0,41,0,11
10.0,1,64,69,41,6,1,5,8,91,1,71,1,11
7.09,0,86,88,66,1,0,7,34,345,0,12,0,8
8.02,0,85,77,54,8,1,1,90,108,0,34,0,10
6.57,4,66,77,95,0,0,1,118,40,0,76,1,12
6.57,0,55,60,51,6,0,7,44,80,0,100,0,7
5.07,0,25,61,78,5,2,6,203,52,0,63,1,4
8.89,5,34,77,41,5,0,5,266,60,0,55,1,12
9.31,0,70,72,54,0,0,6,39,63,1,77,0,12
7.23,0,43,69,65,4,0,2,32,38,0,81,1,2
6.34,3,72,27,58,2,0,3,1,46,0,76,0,11
7.71,3,72,70,87,5,0,2,368,42,0,46,1,4
9.64,0,43,40,35,4,1,3,288,61,2,72,0,9
7.0,4,98,82,44,2,2,10,28,48,1,49,1,3
9.87,1,28,80,72,5,1,6,312,14,0,76,1,4
8.85,0,94,76,69,5,0,4,119,101,0,43,0,11
7.12,0,23,69,74,3,0,3,13,69,1,69,1,10
5.8,0,36,49,80,9,0,1,420,14,0,60,0,9
8.48,5,81,59,100,2,0,0,99,40,0,37,1,11
4.97,2,75,25,28,3,1,9,206,74,0,38,0,7
9.84,1,65,60,52,0,3,0,188,29,0,37,1,5
6.26,0,49,62,70,8,0,0,24,61,1,66,1,11
9.85,0,77,80,62,5,2,3,474,67,1,71,1,7
9.49,2,72,81,97,8,0,5,149,153,0,45,1,10
9.67,1,45,38,56,8,3,3,252,23,0,44,1,10
6.22,1,58,67,43,3,2,5,242,70,0,58,1,10
6.87,0,100,52,53,2,0,4,52,70,0,21,0,7
9.32,0,78,56,35,4,0,1,157,62,1,54,1,11
9.91,2,73,58,66,3,0,2,168,37,1,68,1,10
9.03,0,61,68,54,0,1,3,113,103,0,92,1,7
5.49,5,65,62,48,10,0,3,129,51,4,71,0,6
5.59,0,64,100,45,3,0,0,7,97,0,58,0,9
7.07,4,45,38,100,6,2,8,25,31,1,87,1,5
9.72,0,83,96,67,7,1,1,296,92,1,59,1,11
9.57,1,47,87,46,5,1,5,238,144,0,53,1,11
5.56,0,71,91,91,0,0,3,197,64,0,79,1,2
8.68,0,81,54,66,5,3,8,196,50,0,76,1,8
6.35,5,84,37,100,1,1,1,385,25,0,62,0,12
5.65,0,77,37,15,4,0,1,129,105,1,79,1,4
8.93,0,57,73,52,1,1,6,156,114,2,68,1,2
5.43,2,60,54,89,0,1,6,44,72,1,86,0,7
8.02,1,87,48,47,6,1,0,170,60,1,100,1,9
8.74,0,42,74,37,11,0,4,198,3,2,78,1,9
5.42,0,91,43,84,6,1,2,181,23,1,73,1,5
6.74,1,50,75,58,2,0,1,69,107,0,59,1,10
6.79,0,100,50,73,4,0,1,180,141,4,73,1,6
5.23,1,46,32,36,3,0,5,95,158,0,92,1,4
4.57,1,76,46,66,4,0,9,19,146,0,51,0,9
9.87,2,63,92,28,6,0,0,88,50,0,59,1,7
4.78,0,74,89,93,7,0,1,223,74,0,34,0,6
4.88,1,39,45,49,4,1,1,56,40,5,56,0,8
7.15,1,42,50,74,0,2,1,117,99,0,100,0,10
5.36,0,53,48,47,3,2,8,83,177,0,89,1,6
4.75,2,19,71,58,6,0,4,112,117,2,67,0,9
7.53,0,72,47,56,1,0,6,28,100,0,64,1,3
9.17,0,73,81,52,8,0,2,350,12,1,69,1,8
7.86,0,50,100,25,10,1,4,135,184,2,68,1,12
7.07,0,78,68,85,4,3,8,100,36,0,47,1,11
6.43,1,94,61,95,2,1,8,183,122,0,81,1,10
8.47,0,53,89,50,3,2,4,120,92,4,50,1,4
7.15,4,64,62,43,4,0,1,233,61,1,67,0,11
9.3,0,54,48,67,10,2,1,109,138,0,61,1,2
9.28,0,60,53,76,0,1,9,134,144,0,65,1,9
4.63,0,65,91,47,3,1,3,39,217,0,50,1,5
4.64,3,42,56,62,3,0,5,7,98,3,76,0,6
9.25,0,51,89,46,3,1,4,278,18,0,50,1,2
6.39,2,60,67,79,6,1,3,33,75,2,69,0,12
7.48,0,87,36,74,5,0,4,192,271,0,80,1,1
8.18,2,60,64,55,1,3,1,282,25,5,77,0,12
9.23,0,66,61,36,6,1,4,253,183,1,45,1,6
8.03,0,55,78,42,8,1,5,172,192,1,58,0,6
4.96,4,55,93,65,2,3,7,179,58,1,56,1,6
8.93,0,84,53,55,8,0,0,17,38,0,67,1,4
8.48,1,56,41,83,3,0,3,404,88,0,49,0,6
9.62,0,48,44,41,1,0,4,27,6,0,48,1,1
6.25,1,52,88,59,6,1,0,412,260,0,68,1,7
6.36,2,69,65,21,1,1,1,85,182,0,59,1,2
9.54,1,45,65,26,11,0,4,38,45,0,94,1,9
4.86,0,52,67,50,6,0,5,224,41,0,53,1,1
6.67,5,64,65,21,10,0,4,160,80,0,70,1,11
5.34,3,63,54,91,5,0,2,320,58,0,34,1,9
8.14,0,74,66,33,3,1,0,459,39,2,56,1,3
8.37,1,80,37,54,8,1,3,98,10,0,51,0,6
7.24,0,64,74,50,5,2,4,274,157,3,79,1,1
8.36,0,97,50,48,7,2,0,263,14,1,41,0,12
9.82,1,76,50,75,6,0,4,192,0,0,56,1,7
9.19,0,71,35,80,6,1,3,236,84,1,67,1,12
7.53,0,75,43,76,10,0,2,242,143,5,42,1,1
5.14,2,63,56,68,9,3,1,48,28,0,68,1,5
5.46,1,62,92,59,8,0,0,196,26,1,59,0,6
7.98,5,100,76,49,1,0,0,107,22,0,59,1,5
6.48,1,54,43,27,5,1,2,244,203,0,42,1,11
9.97,0,83,59,65,8,2,6,66,40,0,89,1,2
5.12,4,61,42,48,5,1,1,241,65,0,44,1,7
8.12,2,39,63,63,6,3,7,25,113,5,33,1,7
6.26,0,75,18,71,10,0,4,432,109,0,68,1,1
7.98,0,76,18,73,3,0,3,104,122,1,75,1,6
9.55,0,49,44,67,7,1,6,29,99,3,59,1,10
4.86,0,57,63,58,2,1,6,55,103,0,53,1,12
5.62,1,69,78,81,5,1,1,36,63,0,75,1,3
6.66,1,70,48,100,3,0,2,133,88,0,66,1,9
9.22,0,48,57,100,7,0,1,101,93,0,79,1,6
7.98,1,66,67,52,0,3,0,91,44,3,55,1,8
9.56,1,24,80,75,7,1,2,164,11,1,78,1,12
4.65,1,57,58,72,3,0,1,394,147,0,78,1,8
6.26,0,63,58,65,2,0,4,106,32,3,77,0,7
8.63,2,93,70,66,2,0,0,316,114,0,88,1,9
5.49,0,72,62,49,3,0,1,87,1,3,49,1,2
8.06,1,65,26,66,4,0,5,150,152,2,45,1,11
9.61,0,75,59,44,6,0,0,238,17,0,66,1,1
8.45,0,72,47,50,6,0,1,69,212,1,84,0,11
7.06,4,55,30,53,7,0,0,96,108,0,63,1,2
7.54,1,84,46,57,6,1,6,6,221,1,55,1,10
6.71,3,63,57,42,7,0,0,39,91,3,45,0,7
7.02,2,100,86,50,1,0,0,14,137,5,92,1,6
8.45,0,75,56,71,0,0,2,222,3,0,89,1,12
6.64,0,82,50,47,8,1,1,304,209,0,72,0,8
5.8,0,86,38,40,5,0,0,231,66,0,79,1,6
8.63,2,69,100,77,8,1,2,18,27,0,42,0,6
7.01,0,64,73,65,2,0,7,3,129,1,86,1,10
8.28,0,79,31,35,0,2,6,105,96,3,85,1,6
8.96,0,68,100,62,3,0,0,146,62,1,78,0,10
9.07,2,44,89,97,7,0,5,89,103,0,67,1,12
6.17,2,61,56,72,5,0,4,249,101,4,100,1,9
8.24,1,65,36,56,5,1,3,49,47,0,100,0,11
7.24,5,53,78,19,0,1,4,110,140,0,53,1,8
9.4,5,88,69,55,4,1,0,31,51,5,78,0,12
5.84,0,44,40,46,4,1,2,39,29,0,61,1,1
6.29,1,69,42,87,4,0,0,53,64,0,38,0,8
9.56,4,87,54,63,3,1,1,290,85,0,37,1,5
4.91,1,100,81,64,0,0,0,105,132,2,46,0,12
6.79,0,73,55,51,2,0,2,253,32,0,64,1,3
7.3,0,63,64,66,2,1,2,29,180,1,84,0,12
6.21,1,43,47,56,11,0,7,199,148,0,69,1,6
6.92,1,55,71,67,8,1,1,26,45,0,49,1,3
8.31,0,62,81,54,3,3,4,177,32,0,67,0,8
5.15,0,53,74,68,3,0,6,18,156,1,60,1,4
9.64,1,65,64,100,4,0,8,27,115,1,54,1,7
4.83,5,46,94,50,2,1,0,197,12,1,60,0,10
4.68,2,45,69,62,2,0,7,458,30,2,53,0,7
4.97,1,64,71,86,2,1,0,49,49,2,79,1,5
7.34,0,61,37,88,3,0,0,164,62,0,66,1,4
5.88,1,54,76,59,6,3,8,244,96,1,84,1,3
6.55,0,64,43,50,2,0,6,40,116,0,49,1,7
6.81,3,71,65,56,4,3,6,185,249,0,71,1,6
6.3,0,58,48,56,2,1,3,494,12,2,65,1,2
7.06,3,91,85,34,4,0,5,92,115,0,93,1,10
7.7,3,77,97,55,0,0,0,337,52,0,71,0,7
5.09,1,85,66,81,2,1,8,44,32,0,56,1,1
7.28,5,68,53,69,3,2,1,204,193,1,59,1,2
9.55,0,37,54,66,12,3,4,56,9,1,29,1,12
4.62,4,44,43,55,2,1,0,140,88,0,46,1,10
5.52,0,77,44,51,6,1,2,217,199,0,72,1,9
8.38,2,80,91,63,6,0,7,30,71,0,55,1,7
6.91,0,70,100,78,5,0,2,132,255,1,82,1,10
9.67,0,71,38,48,1,0,5,104,37,0,76,1,3
7.58,0,80,51,61,0,1,9,228,131,0,53,0,6
8.46,0,84,53,85,2,0,3,58,48,1,70,1,11
6.81,3,81,50,50,3,2,1,259,68,0,81,1,6
7.0,2,65,61,70,6,2,8,152,100,0,40,1,12
4.89,0,58,63,55,6,0,4,71,175,1,30,0,11
7.74,0,97,67,80,3,0,1,272,14,5,72,1,12
8.1,0,60,54,88,2,0,7,60,69,0,65,1,11
8.97,0,53,59,74,0,0,7,181,123,2,53,1,6
5.84,0,45,38,49,9,0,6,325,141,0,74,1,4
9.67,3,71,30,52,2,0,2,344,52,0,50,0,7
5.64,1,40,63,36,1,1,4,353,192,1,62,1,2
9.51,0,60,42,38,5,0,4,248,51,2,82,0,8
9.16,0,28,43,71,1,0,2,91,79,0,80,0,10
9.62,0,14,91,48,1,1,6,5,165,0,57,1,5
5.42,3,14,70,67,1,1,10,315,119,0,59,1,3
